Code,SEQNUM,RECID,Description,Name,COV,TOS1,CONVERTDateAdded,CONVERTEffectiveDate,CONVERTTerminationDate,ACTION CD
   Q6,10,7,"Service furnished under a fee-for-time compensation arrangement by a substitute physician or by a substitute physical therapist furnishing outpatient physical therapy services in a health professional shortage area, a medically underserved area, or a rural area",Fee/time comp subst md or pt,D,,19930101,20170701,,N
   Q7,10,7,One class a finding,One class a finding,C,,19950101,19970101,,N
   Q8,10,7,Two class b findings,Two class b findings,C,,19950101,19970101,,N
   Q9,10,7,One class b and two class c findings,1 class b & 2 class c fndngs,C,,19950101,19970101,,N
   QA,10,7,Prescribed amounts of stationary oxygen for daytime use while at rest and nighttime use differ and the average of the two amounts is less than 1 liter per minute (lpm),Avg sta day/night o2 < 1 lpm,C,,20180401,20180401,,N
   QB,10,7,Prescribed amounts of stationary oxygen for daytime use while at rest and nighttime use differ and the average of the two amounts exceeds 4 liters per minute (lpm) and portable oxygen is prescribed,Avg day/nite o2 > 4 lpm/port,C,,20180401,20180401,,N
   QC,10,7,Single channel monitoring,Single channel monitoring,C,,19890101,19970101,,N
   QD,10,7,Recording and storage in solid state memory by a digital recorder,Rcrdg/strg in sld st memory,C,,19890101,19970101,,N
   QE,10,7,Prescribed amount of stationary oxygen while at rest is less than 1 liter per minute (lpm),Stationary o2 @ rest <1 lpm,C,,19890101,20180401,,N
   QF,10,7,Prescribed amount of stationary oxygen while at rest exceeds 4 liters per minute (lpm) and portable oxygen is prescribed,Station o2 @ rest >4lpm/port,C,,19890101,20180401,,N
   QG,10,7,Prescribed amount of stationary oxygen while at rest is greater than 4 liters per minute (lpm),Station o2 @ rest > 4 lpm,C,,19890101,20180401,,N
   QH,10,7,Oxygen conserving device is being used with an oxygen delivery system,Oxygen cnsrvg dvc w del sys,C,,19890101,19970101,,N
   QJ,10,7,"Services/items provided to a prisoner or patient in state or local custody, however the state or local government, as applicable, meets the requirements in 42 cfr 411.4 (b)",Patient in state/locl custod,D,,20030101,20030101,,N
   QK,10,7,"Medical direction of two, three, or four concurrent anesthesia procedures involving qualified individuals",Med dir 2-4 cncrnt anes proc,D,,19950101,20010101,,N
   QL,10,7,Patient pronounced dead after ambulance called,Patient died after amb call,C,,19990101,19990101,,N
   QM,10,7,Ambulance service provided under arrangement by a provider of services,Ambulance arr by provider,C,,19960101,19990101,,N
   QN,10,7,Ambulance service furnished directly by a provider of services,Ambulance furn by provider,C,,19960101,19990101,,N
   QP,10,7,"Documentation is on file showing that the laboratory test(s) was ordered individually or ordered as a cpt-recognized panel other than automated profile codes 80002-80019, g0058, g0059, and g0060.",Individually ordered lab tst,D,,19960101,19960301,,N
   QQ,10,7,Ordering professional consulted a qualified clinical decision support mechanism for this service and the related data was provided to the furnishing professional,Qualified cdsm consulted,C,,20180701,20180701,,N
   QR,10,7,Prescribed amounts of stationary oxygen for daytime use while at rest and nighttime use differ and the average of the two amounts is greater than 4 liters per minute (lpm),Avg sta day/night o2 > 4 lpm,C,,20180401,20180401,,N
   QS,10,7,Monitored anesthesia care service,Monitored anesthesia care,D,,19900101,19960701,,N
   QT,10,7,Recording and storage on tape by an analog tape recorder,Rcrdg/strg tape analog recdr,C,,19890101,19970101,,N
   QW,10,7,Clia waived test,Clia waived test,C,,19960101,19961001,,N
   QX,10,7,Crna service: with medical direction by a physician,Crna svc w/ md med direction,C,,19930101,19970101,,N
   QY,10,7,Medical direction of one certified registered nurse anesthetist (crna) by an anesthesiologist,Medically directed crna,D,,19980101,20010101,,N
   QZ,10,7,Crna service: without medical direction by a physician,Crna svc w/o med dir by md,C,,19930101,19970101,,N
   RA,10,7,"Replacement of a dme, orthotic or prosthetic item",Replacement of dme item,C,,20090101,20110101,,N
   RB,10,7,"Replacement of a part of a dme, orthotic or prosthetic item furnished as part of a repair","Replacement part, dme item",C,,20090101,20110101,,N
   RC,10,7,Right coronary artery,Right coronary artery,C,,19970101,19970101,,N
   RD,10,7,"Drug provided to beneficiary, but not administered ""incident-to""",Drug admin not incident-to,C,,20040101,20040101,,N
   RE,10,7,Furnished in full compliance with fda-mandated risk evaluation and mitigation strategy (rems),Furnish full compliance rems,C,,20090101,20090101,,N
   RI,10,7,Ramus intermedius coronary artery,Ramus intermedius cor artery,C,,20130101,20130101,,N
   RR,10,7,Rental (use the 'rr' modifier when dme is to be rented),Rental (dme),C,,19840101,19970101,,N
   RT,10,7,Right side (used to identify procedures performed on the right side of the body),Right side,C,,19840101,19970101,,N
   SA,10,7,Nurse practitioner rendering service in collaboration with a physician,Nurse practitioner w physici,I,,20010701,20010701,,N
   SB,10,7,Nurse midwife,Nurse midwife,I,,20010701,20010701,,N
   SC,10,7,Medically necessary service or supply,Medically necessary serv/sup,C,,20010701,20110401,,N
   SD,10,7,"Services provided by registered nurse with specialized, highly technical home infusion training",Serv by home infusion rn,I,,20010701,20010701,,N
   SE,10,7,State and/or federally-funded programs/services,State/fed funded program/ser,I,,20010701,20010701,,N
   SF,10,7,"Second opinion ordered by a professional review organization (pro) per section 9401, p.l. 99-272 (100% reimbursement - no medicare deductible or coinsurance)",2nd opinion ordered by pro,C,,19870101,19970101,,N
   SG,10,7,Ambulatory surgical center (asc) facility service,Asc facility service,C,,19920101,19970101,,N
   SH,10,7,Second concurrently administered infusion therapy,2nd concurrent infusion ther,I,,20010701,20010701,,N
   SJ,10,7,Third or more concurrently administered infusion therapy,3rd concurrent infusion ther,I,,20010701,20010701,,N
   SK,10,7,Member of high risk population (use only with codes for immunization),High risk population,I,,20020401,20020401,,N
   SL,10,7,State supplied vaccine,State supplied vaccine,I,,20020401,20020401,,N
   SM,10,7,Second surgical opinion,Second opinion,I,,20020701,20020701,,N
   SN,10,7,Third surgical opinion,Third opinion,I,,20020701,20020701,,N
   SQ,10,7,Item ordered by home health,Item ordered by home health,I,,20021001,20021001,,N
   SS,10,7,Home infusion services provided in the infusion suite of the iv therapy provider,Hit in infusion suite,I,,20041001,20041001,,N
   ST,10,7,Related to trauma or injury,Related to trauma or injury,I,,20030101,20030101,,N
   SU,10,7,Procedure performed in physician's office (to denote use of facility and equipment),Performed in phys office,I,,20030101,20030101,,N
   SV,10,7,Pharmaceuticals delivered to patient's home but not utilized,Drugs delivered not used,I,,20030101,20030101,,N
   SW,10,7,Services provided by a certified diabetic educator,Serv by cert diab educator,C,,20040401,20040401,,N
   SY,10,7,Persons who are in close contact with member of high-risk population (use only with codes for immunization),Contact w/high-risk pop,I,,20050101,20050101,,N
   SZ,10,7,Habilitative services,Habilitative services,C,,20140701,20180101,20171231,N
   T1,10,7,"Left foot, second digit","Left foot, second digit",C,,19950101,19990101,,N
   T2,10,7,"Left foot, third digit","Left foot, third digit",C,,19950101,19990101,,N
   T3,10,7,"Left foot, fourth digit","Left foot, fourth digit",C,,19950101,19990101,,N
   T4,10,7,"Left foot, fifth digit","Left foot, fifth digit",C,,19950101,19990101,,N
   T5,10,7,"Right foot, great toe","Right foot, great toe",C,,19950101,19990101,,N
   T6,10,7,"Right foot, second digit","Right foot, second digit",C,,19950101,19990101,,N
   T7,10,7,"Right foot, third digit","Right foot, third digit",C,,19950101,19990101,,N
   T8,10,7,"Right foot, fourth digit","Right foot, fourth digit",C,,19950101,19990101,,N
   T9,10,7,"Right foot, fifth digit","Right foot, fifth digit",C,,19950101,19990101,,N
   TA,10,7,"Left foot, great toe","Left foot, great toe",C,,19950101,19990101,,N
   TB,10,7,"Drug or biological acquired with 340b drug pricing program discount, reported for informational purposes",Tracking 340b acquired drug,C,,20180101,20180101,,N
   TC,10,7,"Technical component; under certain circumstances, a charge may be made for the technical component alone;  under those circumstances the technical component charge is identified by adding modifier 'tc' to the usual procedure number; technical component charges are institutional charges and not billed separately by physicians; however, portable x-ray suppliers only bill for technical component and should utilize modifier tc; the charge data from portable x-ray suppliers will then be used to build customary and prevailing profiles",Technical component,C,,19840101,19970101,,N
   TD,10,7,Rn,Rn,I,,20010701,20010701,,N
   TE,10,7,Lpn/lvn,Lpn/lvn,I,,20010701,20010701,,N
   TF,10,7,Intermediate level of care,Intermediate level of care,I,,20010701,20010701,,N
   TG,10,7,Complex/high tech level of care,Complex/high tech level care,I,,20010701,20010701,,N
   TH,10,7,"Obstetrical treatment/services, prenatal or postpartum",Ob tx/srvcs prenatl/postpart,I,,20010701,20010701,,N
   TJ,10,7,"Program group, child and/or adolescent",Child/adolescent program gp,I,,20010701,20010701,,N
   TK,10,7,"Extra patient or passenger, non-ambulance",Extra patient or passenger,I,,20020401,20020401,,N
   TL,10,7,Early intervention/individualized family service plan (ifsp),Early intervention ifsp,I,,20020401,20020401,,N
   TM,10,7,Individualized education program (iep),Individualized ed prgrm(iep),I,,20020401,20020401,,N
   TN,10,7,Rural/outside providers' customary service area,Rural/out of service area,I,,20020401,20020401,,N
   TP,10,7,"Medical transport, unloaded vehicle",Med transprt unloaded vehicl,I,,20020401,20020401,,N
   TQ,10,7,Basic life support transport by a volunteer ambulance provider,Bls by volunteer amb providr,I,,20020401,20020401,,N
   TR,10,7,School-based individualized education program (iep) services provided outside the public school district responsible for the student,School-based iep out of dist,I,,20020701,20020701,,N
   TS,10,7,Follow-up service,Follow-up service,C,,20021001,20060101,,N
   TT,10,7,Individualized service provided to more than one patient in same setting,Additional patient,I,,20021001,20021001,,N
   TU,10,7,"Special payment rate, overtime",Overtime payment rate,I,,20030101,20030101,,N
   TV,10,7,"Special payment rates, holidays/weekends",Holiday/weekend payment rate,I,,20030101,20030101,,N
   TW,10,7,Back-up equipment,Back-up equipment,I,,20030101,20030101,,N
   U1,10,7,"Medicaid level of care 1, as defined by each state",M/caid care lev 1 state def,I,,20020701,20020701,,N
   U2,10,7,"Medicaid level of care 2, as defined by each state",M/caid care lev 2 state def,I,,20020701,20020701,,N
   U3,10,7,"Medicaid level of care 3, as defined by each state",M/caid care lev 3 state def,I,,20020701,20020701,,N
   U4,10,7,"Medicaid level of care 4, as defined by each state",M/caid care lev 4 state def,I,,20020701,20020701,,N
   U5,10,7,"Medicaid level of care 5, as defined by each state",M/caid care lev 5 state def,I,,20020701,20020701,,N
   U6,10,7,"Medicaid level of care 6, as defined by each state",M/caid care lev 6 state def,I,,20020701,20020701,,N
   U7,10,7,"Medicaid level of care 7, as defined by each state",M/caid care lev 7 state def,I,,20020701,20020701,,N
   U8,10,7,"Medicaid level of care 8, as defined by each state",M/caid care lev 8 state def,I,,20020701,20020701,,N
   U9,10,7,"Medicaid level of care 9, as defined by each state",M/caid care lev 9 state def,I,,20020701,20020701,,N
